,Name,atomic_radius_A,atomic_radius_B,atomic_radius_C,atomic_volume_A,atomic_volume_B,atomic_volume_C,density_A,density_B,density_C,dipole_polarizability_A,dipole_polarizability_B,dipole_polarizability_C,evaporation_heat_A,evaporation_heat_B,evaporation_heat_C,group_id_A,group_id_B,group_id_C,lattice_constant_A,lattice_constant_B,lattice_constant_C,period_A,period_B,period_C,series_id_A,series_id_B,series_id_C,specific_heat_capacity_A,specific_heat_capacity_B,specific_heat_capacity_C,vdw_radius_A,vdw_radius_B,vdw_radius_C,covalent_radius_cordero_A,covalent_radius_cordero_B,covalent_radius_cordero_C,covalent_radius_pyykko_A,covalent_radius_pyykko_B,covalent_radius_pyykko_C,electron_affinity_A,electron_affinity_B,electron_affinity_C,NumberofNeutrons_A,NumberofNeutrons_B,NumberofNeutrons_C,NumberofProtons_A,NumberofProtons_B,NumberofProtons_C,NumberofElectrons_A,NumberofElectrons_B,NumberofElectrons_C,heat_of_formation_A,heat_of_formation_B,heat_of_formation_C,vdw_radius_uff_A,vdw_radius_uff_B,vdw_radius_uff_C,vdw_radius_mm3_A,vdw_radius_mm3_B,vdw_radius_mm3_C,en_ghosh_A,en_ghosh_B,en_ghosh_C,c6_gb_A,c6_gb_B,c6_gb_C,atomic_weight_A,atomic_weight_B,atomic_weight_C,atomic_radius_rahm_A,atomic_radius_rahm_B,atomic_radius_rahm_C,covalent_radius_pyykko_double_A,covalent_radius_pyykko_double_B,covalent_radius_pyykko_double_C,dipole_polarizability_unc_A,dipole_polarizability_unc_B,dipole_polarizability_unc_C,pettifor_number_A,pettifor_number_B,pettifor_number_C,glawe_number_A,glawe_number_B,glawe_number_C,molar_heat_capacity_A,molar_heat_capacity_B,molar_heat_capacity_C,electronegativity_A,electronegativity_B,electronegativity_C,melting_point_A,melting_point_B,melting_point_C,boiling_point_A,boiling_point_B,boiling_point_C,FirstIonization_A,FirstIonization_B,FirstIonization_C,NumberofShells_A,NumberofShells_B,NumberofShells_C,FormEng,Moment
143,Cr2NiSb,140.0,135.0,145.0,7.23,6.6,18.4,7.15,8.9,6.68,83.0,49.0,43.0,342.0,378.6,195.2,6.0,10.0,15.0,2.88,3.52,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.449,0.444,0.207,206.0,197.0,206.0,139.0,124.0,139.0,122.0,110.0,140.0,0.6758412,1.1571612,1.04740119,28.0,31.0,71.0,24.0,28.0,51.0,24.0,28.0,51.0,397.48,430.1,264.4,302.3,283.4,442.0,225.0,222.0,252.0,0.131305299999999,0.1472068,0.191877399999999,709.0,393.0,504.0,51.9961,58.6934,121.76,233.0,229.0,246.0,111.0,101.0,133.0,12.0,3.0,2.0,57.0,67.0,88.0,55.0,69.0,91.0,23.35,26.07,25.23,1.66,1.91,2.05,2180.0,1728.0,903.78,2944.0,3186.0,1860.0,6.7665,7.6398,8.6084,4.0,4.0,5.0,0.215,1.894
144,Mn2ScAl,140.0,160.0,125.0,7.39,15.0,10.0,7.3,2.99,2.7,68.0,97.0,57.8,221.0,332.7,284.1,7.0,3.0,13.0,8.89,3.31,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.479,0.568,0.897,204.999999999999,215.0,184.0,150.0,170.0,121.0,119.0,148.0,126.0,-0.52,0.1882,0.432835,30.0,24.0,14.0,25.0,21.0,13.0,25.0,21.0,13.0,283.3,377.8,330.9,296.1,329.5,449.9,224.0,261.0,236.0,0.1352844,0.1193833,0.150078,635.0,1570.0,520.0,54.938044,44.955908,26.9815385,242.0,263.0,239.0,105.0,116.0,113.0,9.0,10.0,1.0,60.0,20.0,80.0,72.0,48.0,78.0,26.32,25.52,24.2,1.55,1.36,1.61,1519.0,1814.0,933.47,2334.0,3109.0,2792.0,7.434,6.5615,5.9858,4.0,4.0,3.0,-0.111,4.0054
145,Mn2ScGa,140.0,160.0,130.0,7.39,15.0,11.8,7.3,2.99,5.91,68.0,97.0,50.0,221.0,332.7,270.3,7.0,3.0,13.0,8.89,3.31,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.479,0.568,0.373,204.999999999999,215.0,187.0,150.0,170.0,122.0,119.0,148.0,124.0,-0.52,0.1882,0.3012011,30.0,24.0,39.0,25.0,21.0,31.0,25.0,21.0,31.0,283.3,377.8,271.96,296.1,329.5,438.3,224.0,261.0,246.0,0.1352844,0.1193833,0.172377299999999,635.0,1570.0,456.0,54.938044,44.955908,69.723,242.0,263.0,233.0,105.0,116.0,117.0,9.0,10.0,3.0,60.0,20.0,81.0,72.0,48.0,79.0,26.32,25.52,26.03,1.55,1.36,1.81,1519.0,1814.0,302.9146,2334.0,3109.0,2673.0,7.434,6.5615,5.9993,4.0,4.0,4.0,-0.111,5.4082
146,Mn2ScIn,140.0,160.0,155.0,7.39,15.0,15.7,7.3,2.99,7.31,68.0,97.0,65.0,221.0,332.7,225.1,7.0,3.0,13.0,8.89,3.31,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.479,0.568,0.233,204.999999999999,215.0,193.0,150.0,170.0,142.0,119.0,148.0,142.0,-0.52,0.1882,0.383926,30.0,24.0,66.0,25.0,21.0,49.0,25.0,21.0,49.0,283.3,377.8,243.0,296.1,329.5,446.3,224.0,261.0,264.0,0.1352844,0.1193833,0.16423,635.0,1570.0,643.0,54.938044,44.955908,114.818,242.0,263.0,246.0,105.0,116.0,136.0,9.0,10.0,4.0,60.0,20.0,79.0,72.0,48.0,80.0,26.32,25.52,26.74,1.55,1.36,1.78,1519.0,1814.0,429.75,2334.0,3109.0,2345.0,7.434,6.5615,5.7864,4.0,4.0,5.0,0.056,5.9553
147,Mn2ScSi,140.0,160.0,110.0,7.39,15.0,12.1,7.3,2.99,2.3296,68.0,97.0,37.3,221.0,332.7,383.0,7.0,3.0,14.0,8.89,3.31,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.479,0.568,0.712,204.999999999999,215.0,210.0,150.0,170.0,111.0,119.0,148.0,115.999999999999,-0.52,0.1882,1.38952128,30.0,24.0,14.0,25.0,21.0,14.0,25.0,21.0,14.0,283.3,377.8,450.0,296.1,329.5,429.5,224.0,261.0,229.0,0.1352844,0.1193833,0.178503,635.0,1570.0,308.0,54.938044,44.955908,28.085,242.0,263.0,231.999999999999,105.0,116.0,107.0,9.0,10.0,0.7,60.0,20.0,85.0,72.0,48.0,85.0,26.32,25.52,19.99,1.55,1.36,1.9,1519.0,1814.0,1687.0,2334.0,3109.0,3538.0,7.434,6.5615,8.1517,4.0,4.0,3.0,-0.25,2.9809
148,Mn2ScGe,140.0,160.0,125.0,7.39,15.0,13.6,7.3,2.99,5.3234,68.0,97.0,40.0,221.0,332.7,328.0,7.0,3.0,14.0,8.89,3.31,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.479,0.568,0.32,204.999999999999,215.0,211.0,150.0,170.0,120.0,119.0,148.0,121.0,-0.52,0.1882,1.232676413,30.0,24.0,41.0,25.0,21.0,32.0,25.0,21.0,32.0,283.3,377.8,372.0,296.1,329.5,428.0,224.0,261.0,244.0,0.1352844,0.1193833,0.1895892,635.0,1570.0,365.0,54.938044,44.955908,72.63,242.0,263.0,234.0,105.0,116.0,111.0,9.0,10.0,1.0,60.0,20.0,84.0,72.0,48.0,84.0,26.32,25.52,23.222,1.55,1.36,2.01,1519.0,1814.0,1211.4,2334.0,3109.0,3106.0,7.434,6.5615,7.8994,4.0,4.0,4.0,-0.128,2.9786
149,Mn2ScSn,140.0,160.0,145.0,7.39,15.0,16.3,7.3,2.99,7.287,68.0,97.0,53.0,221.0,332.7,296.0,7.0,3.0,14.0,8.89,3.31,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.479,0.568,0.227,204.999999999999,215.0,217.0,150.0,170.0,139.0,119.0,148.0,140.0,-0.52,0.1882,1.1120702,30.0,24.0,69.0,25.0,21.0,50.0,25.0,21.0,50.0,283.3,377.8,301.2,296.1,329.5,439.199999999999,224.0,261.0,259.0,0.1352844,0.1193833,0.178052,635.0,1570.0,715.0,54.938044,44.955908,118.71,242.0,263.0,248.0,105.0,116.0,130.0,9.0,10.0,6.0,60.0,20.0,83.0,72.0,48.0,83.0,26.32,25.52,26.99,1.55,1.36,1.96,1519.0,1814.0,505.08,2334.0,3109.0,2875.0,7.434,6.5615,7.3439,4.0,4.0,5.0,-0.083,5.6623
150,Mn2ScP,140.0,160.0,100.0,7.39,15.0,17.0,7.3,2.99,1.823,68.0,97.0,25.0,221.0,332.7,49.8,7.0,3.0,15.0,8.89,3.31,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.479,0.568,0.769,204.999999999999,215.0,180.0,150.0,170.0,107.0,119.0,148.0,111.0,-0.52,0.1882,0.7466071,30.0,24.0,16.0,25.0,21.0,15.0,25.0,21.0,15.0,283.3,377.8,316.5,296.1,329.5,414.7,224.0,261.0,222.0,0.1352844,0.1193833,0.206931,635.0,1570.0,187.0,54.938044,44.955908,30.973761998,242.0,263.0,223.0,105.0,116.0,102.0,9.0,10.0,1.0,60.0,20.0,90.0,72.0,48.0,89.0,26.32,25.52,23.824,1.55,1.36,2.19,1519.0,1814.0,317.3,2334.0,3109.0,550.0,7.434,6.5615,10.4867,4.0,4.0,3.0,-0.313,1.9888
151,Mn2ScAs,140.0,160.0,115.0,7.39,15.0,13.1,7.3,2.99,5.75,68.0,97.0,30.0,221.0,332.7,32.4,7.0,3.0,15.0,8.89,3.31,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.479,0.568,0.329,204.999999999999,215.0,185.0,150.0,170.0,119.0,119.0,148.0,121.0,-0.52,0.1882,0.80482,30.0,24.0,42.0,25.0,21.0,33.0,25.0,21.0,33.0,283.3,377.8,302.5,296.1,329.5,423.0,224.0,261.0,236.0,0.1352844,0.1193833,0.2068208,635.0,1570.0,260.0,54.938044,44.955908,74.921595,242.0,263.0,231.0,105.0,116.0,114.0,9.0,10.0,1.0,60.0,20.0,89.0,72.0,48.0,90.0,26.32,25.52,24.64,1.55,1.36,2.18,1519.0,1814.0,1090.0,2334.0,3109.0,887.0,7.434,6.5615,9.7886,4.0,4.0,4.0,-0.117,1.9852
152,Mn2ScSb,140.0,160.0,145.0,7.39,15.0,18.4,7.3,2.99,6.68,68.0,97.0,43.0,221.0,332.7,195.2,7.0,3.0,15.0,8.89,3.31,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.479,0.568,0.207,204.999999999999,215.0,206.0,150.0,170.0,139.0,119.0,148.0,140.0,-0.52,0.1882,1.04740119,30.0,24.0,71.0,25.0,21.0,51.0,25.0,21.0,51.0,283.3,377.8,264.4,296.1,329.5,442.0,224.0,261.0,252.0,0.1352844,0.1193833,0.191877399999999,635.0,1570.0,504.0,54.938044,44.955908,121.76,242.0,263.0,246.0,105.0,116.0,133.0,9.0,10.0,2.0,60.0,20.0,88.0,72.0,48.0,91.0,26.32,25.52,25.23,1.55,1.36,2.05,1519.0,1814.0,903.78,2334.0,3109.0,1860.0,7.434,6.5615,8.6084,4.0,4.0,5.0,-0.067,1.9879
153,Mn2TiAl,140.0,140.0,125.0,7.39,10.6,10.0,7.3,4.506,2.7,68.0,100.0,57.8,221.0,422.6,284.1,7.0,4.0,13.0,8.89,2.95,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.479,0.523,0.897,204.999999999999,211.0,184.0,150.0,160.0,121.0,119.0,136.0,126.0,-0.52,0.075545,0.432835,30.0,26.0,14.0,25.0,22.0,13.0,25.0,22.0,13.0,283.3,473.0,330.9,296.1,317.5,449.9,224.0,239.0,236.0,0.1352844,0.123363699999999,0.150078,635.0,1200.0,520.0,54.938044,47.867,26.9815385,242.0,257.0,239.0,105.0,117.0,113.0,9.0,10.0,1.0,60.0,51.0,80.0,72.0,51.0,78.0,26.32,25.06,24.2,1.55,1.54,1.61,1519.0,1941.0,933.47,2334.0,3560.0,2792.0,7.434,6.8281,5.9858,4.0,4.0,3.0,-0.338,2.9865
154,Mn2TiGa,140.0,140.0,130.0,7.39,10.6,11.8,7.3,4.506,5.91,68.0,100.0,50.0,221.0,422.6,270.3,7.0,4.0,13.0,8.89,2.95,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.479,0.523,0.373,204.999999999999,211.0,187.0,150.0,160.0,122.0,119.0,136.0,124.0,-0.52,0.075545,0.3012011,30.0,26.0,39.0,25.0,22.0,31.0,25.0,22.0,31.0,283.3,473.0,271.96,296.1,317.5,438.3,224.0,239.0,246.0,0.1352844,0.123363699999999,0.172377299999999,635.0,1200.0,456.0,54.938044,47.867,69.723,242.0,257.0,233.0,105.0,117.0,117.0,9.0,10.0,3.0,60.0,51.0,81.0,72.0,51.0,79.0,26.32,25.06,26.03,1.55,1.54,1.81,1519.0,1941.0,302.9146,2334.0,3560.0,2673.0,7.434,6.8281,5.9993,4.0,4.0,4.0,-0.286,2.9726
155,Mn2TiIn,140.0,140.0,155.0,7.39,10.6,15.7,7.3,4.506,7.31,68.0,100.0,65.0,221.0,422.6,225.1,7.0,4.0,13.0,8.89,2.95,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.479,0.523,0.233,204.999999999999,211.0,193.0,150.0,160.0,142.0,119.0,136.0,142.0,-0.52,0.075545,0.383926,30.0,26.0,66.0,25.0,22.0,49.0,25.0,22.0,49.0,283.3,473.0,243.0,296.1,317.5,446.3,224.0,239.0,264.0,0.1352844,0.123363699999999,0.16423,635.0,1200.0,643.0,54.938044,47.867,114.818,242.0,257.0,246.0,105.0,117.0,136.0,9.0,10.0,4.0,60.0,51.0,79.0,72.0,51.0,80.0,26.32,25.06,26.74,1.55,1.54,1.78,1519.0,1941.0,429.75,2334.0,3560.0,2345.0,7.434,6.8281,5.7864,4.0,4.0,5.0,-0.013,3.184
156,Mn2TiSi,140.0,140.0,110.0,7.39,10.6,12.1,7.3,4.506,2.3296,68.0,100.0,37.3,221.0,422.6,383.0,7.0,4.0,14.0,8.89,2.95,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.479,0.523,0.712,204.999999999999,211.0,210.0,150.0,160.0,111.0,119.0,136.0,115.999999999999,-0.52,0.075545,1.38952128,30.0,26.0,14.0,25.0,22.0,14.0,25.0,22.0,14.0,283.3,473.0,450.0,296.1,317.5,429.5,224.0,239.0,229.0,0.1352844,0.123363699999999,0.178503,635.0,1200.0,308.0,54.938044,47.867,28.085,242.0,257.0,231.999999999999,105.0,117.0,107.0,9.0,10.0,0.7,60.0,51.0,85.0,72.0,51.0,85.0,26.32,25.06,19.99,1.55,1.54,1.9,1519.0,1941.0,1687.0,2334.0,3560.0,3538.0,7.434,6.8281,8.1517,4.0,4.0,3.0,-0.535,1.9832
157,Mn2TiGe,140.0,140.0,125.0,7.39,10.6,13.6,7.3,4.506,5.3234,68.0,100.0,40.0,221.0,422.6,328.0,7.0,4.0,14.0,8.89,2.95,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.479,0.523,0.32,204.999999999999,211.0,211.0,150.0,160.0,120.0,119.0,136.0,121.0,-0.52,0.075545,1.232676413,30.0,26.0,41.0,25.0,22.0,32.0,25.0,22.0,32.0,283.3,473.0,372.0,296.1,317.5,428.0,224.0,239.0,244.0,0.1352844,0.123363699999999,0.1895892,635.0,1200.0,365.0,54.938044,47.867,72.63,242.0,257.0,234.0,105.0,117.0,111.0,9.0,10.0,1.0,60.0,51.0,84.0,72.0,51.0,84.0,26.32,25.06,23.222,1.55,1.54,2.01,1519.0,1941.0,1211.4,2334.0,3560.0,3106.0,7.434,6.8281,7.8994,4.0,4.0,4.0,-0.351,1.9721
158,Mn2TiSn,140.0,140.0,145.0,7.39,10.6,16.3,7.3,4.506,7.287,68.0,100.0,53.0,221.0,422.6,296.0,7.0,4.0,14.0,8.89,2.95,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.479,0.523,0.227,204.999999999999,211.0,217.0,150.0,160.0,139.0,119.0,136.0,140.0,-0.52,0.075545,1.1120702,30.0,26.0,69.0,25.0,22.0,50.0,25.0,22.0,50.0,283.3,473.0,301.2,296.1,317.5,439.199999999999,224.0,239.0,259.0,0.1352844,0.123363699999999,0.178052,635.0,1200.0,715.0,54.938044,47.867,118.71,242.0,257.0,248.0,105.0,117.0,130.0,9.0,10.0,6.0,60.0,51.0,83.0,72.0,51.0,83.0,26.32,25.06,26.99,1.55,1.54,1.96,1519.0,1941.0,505.08,2334.0,3560.0,2875.0,7.434,6.8281,7.3439,4.0,4.0,5.0,-0.17,1.9841
159,Mn2TiP,140.0,140.0,100.0,7.39,10.6,17.0,7.3,4.506,1.823,68.0,100.0,25.0,221.0,422.6,49.8,7.0,4.0,15.0,8.89,2.95,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.479,0.523,0.769,204.999999999999,211.0,180.0,150.0,160.0,107.0,119.0,136.0,111.0,-0.52,0.075545,0.7466071,30.0,26.0,16.0,25.0,22.0,15.0,25.0,22.0,15.0,283.3,473.0,316.5,296.1,317.5,414.7,224.0,239.0,222.0,0.1352844,0.123363699999999,0.206931,635.0,1200.0,187.0,54.938044,47.867,30.973761998,242.0,257.0,223.0,105.0,117.0,102.0,9.0,10.0,1.0,60.0,51.0,90.0,72.0,51.0,89.0,26.32,25.06,23.824,1.55,1.54,2.19,1519.0,1941.0,317.3,2334.0,3560.0,550.0,7.434,6.8281,10.4867,4.0,4.0,3.0,-0.614,0.0044
160,Mn2TiAs,140.0,140.0,115.0,7.39,10.6,13.1,7.3,4.506,5.75,68.0,100.0,30.0,221.0,422.6,32.4,7.0,4.0,15.0,8.89,2.95,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.479,0.523,0.329,204.999999999999,211.0,185.0,150.0,160.0,119.0,119.0,136.0,121.0,-0.52,0.075545,0.80482,30.0,26.0,42.0,25.0,22.0,33.0,25.0,22.0,33.0,283.3,473.0,302.5,296.1,317.5,423.0,224.0,239.0,236.0,0.1352844,0.123363699999999,0.2068208,635.0,1200.0,260.0,54.938044,47.867,74.921595,242.0,257.0,231.0,105.0,117.0,114.0,9.0,10.0,1.0,60.0,51.0,89.0,72.0,51.0,90.0,26.32,25.06,24.64,1.55,1.54,2.18,1519.0,1941.0,1090.0,2334.0,3560.0,887.0,7.434,6.8281,9.7886,4.0,4.0,4.0,-0.346,0.9519
161,Mn2TiSb,140.0,140.0,145.0,7.39,10.6,18.4,7.3,4.506,6.68,68.0,100.0,43.0,221.0,422.6,195.2,7.0,4.0,15.0,8.89,2.95,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.479,0.523,0.207,204.999999999999,211.0,206.0,150.0,160.0,139.0,119.0,136.0,140.0,-0.52,0.075545,1.04740119,30.0,26.0,71.0,25.0,22.0,51.0,25.0,22.0,51.0,283.3,473.0,264.4,296.1,317.5,442.0,224.0,239.0,252.0,0.1352844,0.123363699999999,0.191877399999999,635.0,1200.0,504.0,54.938044,47.867,121.76,242.0,257.0,246.0,105.0,117.0,133.0,9.0,10.0,2.0,60.0,51.0,88.0,72.0,51.0,91.0,26.32,25.06,25.23,1.55,1.54,2.05,1519.0,1941.0,903.78,2334.0,3560.0,1860.0,7.434,6.8281,8.6084,4.0,4.0,5.0,-0.214,0.976
162,Mn2VAl,140.0,135.0,125.0,7.39,8.35,10.0,7.3,6.0,2.7,68.0,87.0,57.8,221.0,460.0,284.1,7.0,5.0,13.0,8.89,3.02,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.479,0.489,0.897,204.999999999999,206.999999999999,184.0,150.0,153.0,121.0,119.0,134.0,126.0,-0.52,0.527662,0.432835,30.0,28.0,14.0,25.0,23.0,13.0,25.0,23.0,13.0,283.3,515.5,330.9,296.1,314.4,449.9,224.0,229.0,236.0,0.1352844,0.1273344,0.150078,635.0,955.0,520.0,54.938044,50.9415,26.9815385,242.0,252.0,239.0,105.0,112.0,113.0,9.0,10.0,1.0,60.0,54.0,80.0,72.0,54.0,78.0,26.32,24.89,24.2,1.55,1.63,1.61,1519.0,2183.0,933.47,2334.0,3680.0,2792.0,7.434,6.7462,5.9858,4.0,4.0,3.0,-0.31,1.9994
163,Mn2VGa,140.0,135.0,130.0,7.39,8.35,11.8,7.3,6.0,5.91,68.0,87.0,50.0,221.0,460.0,270.3,7.0,5.0,13.0,8.89,3.02,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.479,0.489,0.373,204.999999999999,206.999999999999,187.0,150.0,153.0,122.0,119.0,134.0,124.0,-0.52,0.527662,0.3012011,30.0,28.0,39.0,25.0,23.0,31.0,25.0,23.0,31.0,283.3,515.5,271.96,296.1,314.4,438.3,224.0,229.0,246.0,0.1352844,0.1273344,0.172377299999999,635.0,955.0,456.0,54.938044,50.9415,69.723,242.0,252.0,233.0,105.0,112.0,117.0,9.0,10.0,3.0,60.0,54.0,81.0,72.0,54.0,79.0,26.32,24.89,26.03,1.55,1.63,1.81,1519.0,2183.0,302.9146,2334.0,3680.0,2673.0,7.434,6.7462,5.9993,4.0,4.0,4.0,-0.225,1.9786
164,Mn2VIn,140.0,135.0,155.0,7.39,8.35,15.7,7.3,6.0,7.31,68.0,87.0,65.0,221.0,460.0,225.1,7.0,5.0,13.0,8.89,3.02,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.479,0.489,0.233,204.999999999999,206.999999999999,193.0,150.0,153.0,142.0,119.0,134.0,142.0,-0.52,0.527662,0.383926,30.0,28.0,66.0,25.0,23.0,49.0,25.0,23.0,49.0,283.3,515.5,243.0,296.1,314.4,446.3,224.0,229.0,264.0,0.1352844,0.1273344,0.16423,635.0,955.0,643.0,54.938044,50.9415,114.818,242.0,252.0,246.0,105.0,112.0,136.0,9.0,10.0,4.0,60.0,54.0,79.0,72.0,54.0,80.0,26.32,24.89,26.74,1.55,1.63,1.78,1519.0,2183.0,429.75,2334.0,3680.0,2345.0,7.434,6.7462,5.7864,4.0,4.0,5.0,0.093,4.1104
165,Mn2VSi,140.0,135.0,110.0,7.39,8.35,12.1,7.3,6.0,2.3296,68.0,87.0,37.3,221.0,460.0,383.0,7.0,5.0,14.0,8.89,3.02,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.479,0.489,0.712,204.999999999999,206.999999999999,210.0,150.0,153.0,111.0,119.0,134.0,115.999999999999,-0.52,0.527662,1.38952128,30.0,28.0,14.0,25.0,23.0,14.0,25.0,23.0,14.0,283.3,515.5,450.0,296.1,314.4,429.5,224.0,229.0,229.0,0.1352844,0.1273344,0.178503,635.0,955.0,308.0,54.938044,50.9415,28.085,242.0,252.0,231.999999999999,105.0,112.0,107.0,9.0,10.0,0.7,60.0,54.0,85.0,72.0,54.0,85.0,26.32,24.89,19.99,1.55,1.63,1.9,1519.0,2183.0,1687.0,2334.0,3680.0,3538.0,7.434,6.7462,8.1517,4.0,4.0,3.0,-0.517,0.9657
166,Mn2VGe,140.0,135.0,125.0,7.39,8.35,13.6,7.3,6.0,5.3234,68.0,87.0,40.0,221.0,460.0,328.0,7.0,5.0,14.0,8.89,3.02,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.479,0.489,0.32,204.999999999999,206.999999999999,211.0,150.0,153.0,120.0,119.0,134.0,121.0,-0.52,0.527662,1.232676413,30.0,28.0,41.0,25.0,23.0,32.0,25.0,23.0,32.0,283.3,515.5,372.0,296.1,314.4,428.0,224.0,229.0,244.0,0.1352844,0.1273344,0.1895892,635.0,955.0,365.0,54.938044,50.9415,72.63,242.0,252.0,234.0,105.0,112.0,111.0,9.0,10.0,1.0,60.0,54.0,84.0,72.0,54.0,84.0,26.32,24.89,23.222,1.55,1.63,2.01,1519.0,2183.0,1211.4,2334.0,3680.0,3106.0,7.434,6.7462,7.8994,4.0,4.0,4.0,-0.278,0.9628
167,Mn2VSn,140.0,135.0,145.0,7.39,8.35,16.3,7.3,6.0,7.287,68.0,87.0,53.0,221.0,460.0,296.0,7.0,5.0,14.0,8.89,3.02,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.479,0.489,0.227,204.999999999999,206.999999999999,217.0,150.0,153.0,139.0,119.0,134.0,140.0,-0.52,0.527662,1.1120702,30.0,28.0,69.0,25.0,23.0,50.0,25.0,23.0,50.0,283.3,515.5,301.2,296.1,314.4,439.199999999999,224.0,229.0,259.0,0.1352844,0.1273344,0.178052,635.0,955.0,715.0,54.938044,50.9415,118.71,242.0,252.0,248.0,105.0,112.0,130.0,9.0,10.0,6.0,60.0,54.0,83.0,72.0,54.0,83.0,26.32,24.89,26.99,1.55,1.63,1.96,1519.0,2183.0,505.08,2334.0,3680.0,2875.0,7.434,6.7462,7.3439,4.0,4.0,5.0,-0.018,0.9941
168,Mn2VP,140.0,135.0,100.0,7.39,8.35,17.0,7.3,6.0,1.823,68.0,87.0,25.0,221.0,460.0,49.8,7.0,5.0,15.0,8.89,3.02,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.479,0.489,0.769,204.999999999999,206.999999999999,180.0,150.0,153.0,107.0,119.0,134.0,111.0,-0.52,0.527662,0.7466071,30.0,28.0,16.0,25.0,23.0,15.0,25.0,23.0,15.0,283.3,515.5,316.5,296.1,314.4,414.7,224.0,229.0,222.0,0.1352844,0.1273344,0.206931,635.0,955.0,187.0,54.938044,50.9415,30.973761998,242.0,252.0,223.0,105.0,112.0,102.0,9.0,10.0,1.0,60.0,54.0,90.0,72.0,54.0,89.0,26.32,24.89,23.824,1.55,1.63,2.19,1519.0,2183.0,317.3,2334.0,3680.0,550.0,7.434,6.7462,10.4867,4.0,4.0,3.0,-0.548,0.0018
169,Mn2VAs,140.0,135.0,115.0,7.39,8.35,13.1,7.3,6.0,5.75,68.0,87.0,30.0,221.0,460.0,32.4,7.0,5.0,15.0,8.89,3.02,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.479,0.489,0.329,204.999999999999,206.999999999999,185.0,150.0,153.0,119.0,119.0,134.0,121.0,-0.52,0.527662,0.80482,30.0,28.0,42.0,25.0,23.0,33.0,25.0,23.0,33.0,283.3,515.5,302.5,296.1,314.4,423.0,224.0,229.0,236.0,0.1352844,0.1273344,0.2068208,635.0,955.0,260.0,54.938044,50.9415,74.921595,242.0,252.0,231.0,105.0,112.0,114.0,9.0,10.0,1.0,60.0,54.0,89.0,72.0,54.0,90.0,26.32,24.89,24.64,1.55,1.63,2.18,1519.0,2183.0,1090.0,2334.0,3680.0,887.0,7.434,6.7462,9.7886,4.0,4.0,4.0,-0.225,0.0
170,Mn2VSb,140.0,135.0,145.0,7.39,8.35,18.4,7.3,6.0,6.68,68.0,87.0,43.0,221.0,460.0,195.2,7.0,5.0,15.0,8.89,3.02,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.479,0.489,0.207,204.999999999999,206.999999999999,206.0,150.0,153.0,139.0,119.0,134.0,140.0,-0.52,0.527662,1.04740119,30.0,28.0,71.0,25.0,23.0,51.0,25.0,23.0,51.0,283.3,515.5,264.4,296.1,314.4,442.0,224.0,229.0,252.0,0.1352844,0.1273344,0.191877399999999,635.0,955.0,504.0,54.938044,50.9415,121.76,242.0,252.0,246.0,105.0,112.0,133.0,9.0,10.0,2.0,60.0,54.0,88.0,72.0,54.0,91.0,26.32,24.89,25.23,1.55,1.63,2.05,1519.0,2183.0,903.78,2334.0,3680.0,1860.0,7.434,6.7462,8.6084,4.0,4.0,5.0,-0.031,0.0
